#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD93BC
#Date Time: 2025-12-01 11:38:34.012
#Sample rate: 20000Hz
#Samples: 35724
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.5,0.4970074822091066
-0.4999500000000001,0.833162026331248
-0.4998999999999998,0.833162026331248
-0.4998499999999999,0.833162026331248
-0.4998,0.833162026331248
-0.4997500000000001,0.833162026331248
-0.4996999999999998,0.833162026331248
-0.4996499999999999,0.833162026331248
-0.4996,0.833162026331248
-0.4995500000000002,0.8334978450566448
-0.4994999999999998,0.833162026331248
-0.4994499999999999,0.833162026331248
-0.4994000000000001,0.8334978450566448
-0.4993500000000002,0.8331620263312505
-0.4992999999999999,0.833162026331248
-0.49925,0.833162026331248
-0.4992000000000001,0.833162026331248
-0.4991500000000002,0.833162026331248
-0.4990999999999999,0.833162026331248
-0.49905,0.833162026331248
-0.4990000000000001,0.833162026331248
-0.4989499999999998,0.833162026331248
-0.4988999999999999,0.833162026331248
-0.49885,0.833162026331248
-0.4988000000000001,0.833162026331248
-0.4987499999999998,0.833162026331248
-0.4986999999999999,0.833162026331248
-0.49865,0.833162026331248
-0.4986000000000002,0.833162026331248
-0.4985499999999998,0.833162026331248
-0.4984999999999999,0.833162026331248
-0.4984500000000001,0.833162026331248
-0.4984000000000002,0.833162026331248
-0.4983499999999998,0.833162026331248
-0.4983,0.833162026331248
-0.4982500000000001,0.833162026331248
-0.4982000000000002,0.833162026331248
-0.4981499999999999,0.833162026331248
-0.4981,0.833162026331248
-0.4980500000000001,0.8328262076058512
-0.4980000000000002,0.8331620263312456
-0.4979499999999999,0.833162026331248
-0.4979,0.833162026331248
-0.4978500000000001,0.833162026331248
-0.4977999999999998,0.833162026331248
-0.4977499999999999,0.833162026331248
-0.4977,0.833162026331248
-0.4976500000000001,0.833162026331248
-0.4975999999999998,0.833162026331248
-0.4975499999999999,0.833162026331248
-0.4975000000000001,0.833162026331248
-0.4974500000000002,0.833162026331248
-0.4973999999999998,0.833162026331248
-0.49735,0.833162026331248
-0.4973000000000001,0.833162026331248
-0.4972500000000002,0.833162026331248
-0.4971999999999999,0.833162026331248
-0.49715,0.833162026331248
-0.4971000000000001,0.833162026331248
-0.4970500000000002,0.8334978450566424
-0.4969999999999999,0.833162026331248
-0.49695,0.833162026331248
-0.4969000000000001,0.833162026331248
-0.4968499999999998,0.833162026331248
-0.4967999999999999,0.833162026331248
-0.49675,0.833162026331248
-0.4967000000000001,0.833162026331248
-0.4966499999999998,0.833162026331248
-0.4965999999999999,0.833162026331248
-0.49655,0.833162026331248
-0.4965000000000002,0.833162026331248
-0.4964499999999998,0.833162026331248
-0.4964,0.833162026331248
-0.4963500000000001,0.833162026331248
-0.4963000000000002,0.833162026331248
-0.4962499999999999,0.833162026331248
-0.4962,0.833162026331248
-0.4961500000000001,0.833162026331248
-0.4961000000000002,0.833162026331248
-0.4960499999999999,0.833162026331248
-0.496,0.833162026331248
-0.4959500000000001,0.833162026331248
-0.4958999999999998,0.833162026331248
